[2026-09-02T09:24:56.590Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T09:24:56.590Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T09:24:57.321Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:24:57.321Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-02T09:24:57.593Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:24:57.594Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-02T09:24:58.013Z] INFO  [SchemaV5Migration] Storage backend not initialized yet — skipping schema v5 migration (no data to migrate)
[2026-09-02T09:24:58.013Z] INFO  [activate] Schema v5 migration: alreadyDone=false fresh=true migrated=0 skipped=0
[2026-09-02T09:24:58.178Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:25:03.372Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T09:25:03.431Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T09:25:03.487Z] INFO  [initialLoad] All panels loaded — updating status bar
[2026-09-02T09:25:03.498Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:25:03.499Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T09:25:03.499Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T09:25:05.792Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T09:25:06.069Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T09:25:06.077Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T09:25:06.086Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:25:06.087Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-02T09:25:07.103Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T09:26:56.811Z] INFO  [activate] Activating JolliMemory extension {"workspaceRoot":"c:\\Users\\nandi\\main-projects\\Zest_Solution\\Zest-Solution-","extensionPath":"c:\\Users\\nandi\\.antigravity-ide\\extensions\\jolli.jollimemory-vscode-0.99.17-universal"}
[2026-09-02T09:26:57.184Z] INFO  [initialLoad] Loading all panels
[2026-09-02T09:26:57.443Z] INFO  [RepoProfile] manual-disable read → false (by=manuallyDisabled, pid=19512, cwd=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-, profile=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-\.jolli\jollimemory\profile.json, raw: userDisabled=undefined manuallyDisabled=false fence=none)
[2026-09-02T09:26:57.447Z] INFO  [PlanService] detectPlans found 0 plans (0 in registry)
[2026-09-02T09:26:57.447Z] INFO  [NoteService] detectNotes found 0 notes (0 in registry)
[2026-09-02T09:26:57.447Z] INFO  [references] detectReferences(*) found 0 (0 in registry)
[2026-09-02T09:26:57.447Z] INFO  [SkillProjection] projectActiveSkills: 0 active (0 in registry)
[2026-09-02T09:26:57.448Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:26:57.784Z] INFO  [Sync:VsCodeBootstrap] Memory Bank sync engine built (auto-sync off — manual only)
